"crn"	"subject"	"num"	"description"	"section"	"type"	"credits"	"start"	"end"	"days"	"where"	"schedule"	"instructor"
"22348"	"English"	"EH 141"	"Speech"	"207"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Amanda Gaither Lumpkin, Andrea J Porter"
"22356"	"English"	"EH 141"	"Speech"	"204"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Cedar Bluff High School"	"In-Person Instruction"	"Steve Bishop, Andrea J Porter"
"22490"	"English"	"EH 141"	"Speech"	"020"	"BL1"	"3"	"12:30:00"	"13:30:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"TBA"
"22491"	"English"	"EH 141"	"Speech"	"021"	"BL1"	"3"	"14:30:00"	"16:00:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"TBA"
"22992"	"English"	"EH 141"	"Speech"	"030"	"BL1"	"3"	"11:00:00"	"12:30:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"TBA"
"22993"	"English"	"EH 141"	"Speech"	"031"	"BL1"	"3"	"10:00:00"	"11:00:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"TBA"
"22994"	"English"	"EH 141"	"Speech"	"032"	"BL1"	"3"	"11:15:00"	"12:15:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Katelyn Nicole Walker"
"22179"	"English"	"EH 201"	"American Literature I: Beginnings to 1865"	"001"	"BL1"	"3"	"08:45:00"	"09:45:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Katelyn Nicole Walker"
"22180"	"English"	"EH 201"	"American Literature I: Beginnings to 1865"	"002"	"LEC"	"3"	"10:00:00"	"11:00:00"	"MWF"	"TBA"	"In-Person Instruction"	"Randall C Davis"
"22181"	"English"	"EH 201"	"American Literature I: Beginnings to 1865"	"003"	"BL1"	"3"	"12:30:00"	"13:30:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Katelyn Nicole Walker"
"22182"	"English"	"EH 201"	"American Literature I: Beginnings to 1865"	"004"	"LEC"	"3"	"13:45:00"	"15:15:00"	"MW"	"TBA"	"In-Person Instruction"	"TBA"
"22183"	"English"	"EH 201"	"American Literature I: Beginnings to 1865"	"005"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"TBA"	"In-Person Instruction"	"Tanya Trammell Sasser"
"22184"	"English"	"EH 201"	"American Literature I: Beginnings to 1865"	"006"	"BL1"	"3"	"11:00:00"	"12:30:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"TBA"
"22186"	"English"	"EH 201"	"American Literature I: Beginnings to 1865"	"009"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Christy Lynn Burns"
"22346"	"English"	"EH 201"	"American Literature I: Beginnings to 1865"	"008"	"LEC"	"3"	"14:30:00"	"16:00:00"	"TR"	"TBA"	"In-Person Instruction"	"TBA"
"22457"	"English"	"EH 201"	"American Literature I: Beginnings to 1865"	"007"	"LEC"	"3"	"12:45:00"	"14:15:00"	"TR"	"TBA"	"In-Person Instruction"	"Tanya Trammell Sasser"
"22197"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"001"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"TBA"	"In-Person Instruction"	"Timothy William Lockette"
"22198"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"002"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"TBA"	"In-Person Instruction"	"Andrea J Porter"
"22199"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"003"	"BL1"	"3"	"12:30:00"	"13:30:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Susan Ashley Dean"
"22200"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"004"	"BL1"	"3"	"13:45:00"	"15:15:00"	"MW"	"TBA"	"Hybrid (mostly on-campus)"	"April Dawn Mattox"
"22201"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"005"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"TBA"	"In-Person Instruction"	"Emrys Catkin Donaldson"
"22202"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"006"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"TBA"	"In-Person Instruction"	"Emrys Catkin Donaldson"
"22203"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"007"	"BL1"	"3"	"14:30:00"	"16:00:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"Thayer Dortch Truss"
"22204"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"008"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Julia A Tigner"
"22349"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"201"	"LEC"	"3"	"00:00:00"	"00:00:00"	"TBA"	"Donoho High School"	"In-Person Instruction"	"Kady Lei Curvin, Andrea J Porter"
"22351"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"203"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Julia Stevens Hill, Andrea J Porter"
"23023"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"015"	"BL1"	"3"	"12:45:00"	"14:15:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"Katherine Cain Johnson"
"23025"	"English"	"EH 202"	"American Literature II: 1865 to Present"	"016"	"BL1"	"3"	"10:00:00"	"11:00:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"TBA"
"22208"	"English"	"EH 203"	"British Literature I: Beginnings to 1800"	"001"	"BL1"	"3"	"12:30:00"	"13:30:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Don S Bennett"
"22209"	"English"	"EH 203"	"British Literature I: Beginnings to 1800"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Christopher Charles Douglas"
"22211"	"English"	"EH 204"	"British Literature II: 1800 to Present"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Larry A Gray"
"23030"	"English"	"EH 204"	"British Literature II: 1800 to Present"	"001"	"BL1"	"3"	"11:15:00"	"12:15:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Marija Reiff"
"22212"	"English"	"EH 206"	"Literature for Life II: 20th Century to Present"	"001"	"BL1"	"3"	"12:30:00"	"13:30:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Julia A Tigner"
"22214"	"English"	"EH 220"	"Honors Literature II"	"001"	"BL1"	"3"	"12:30:00"	"13:30:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Teresa P Reed"
"22215"	"English"	"EH 232"	"World Literature II: 1660 to Present"	"001"	"BL1"	"3"	"12:30:00"	"13:30:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Raina Kostova"
"22216"	"English"	"EH 250"	"Introduction to English Studies (WI)"	"001"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"TBA"	"In-Person Instruction"	"Christopher Charles Douglas"
"22227"	"English"	"EH 251"	"Introduction to Creative Writing"	"001"	"BL1"	"3"	"12:30:00"	"13:30:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Kimberly Ann Southwick-Thompson"
"22228"	"English"	"EH 251"	"Introduction to Creative Writing"	"002"	"BL1"	"3"	"11:00:00"	"12:30:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"Kimberly Ann Southwick-Thompson"
"22230"	"English"	"EH 251"	"Introduction to Creative Writing"	"003"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Emrys Catkin Donaldson"
"22238"	"English"	"EH 307"	"English Grammar"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Rashad Ahmed"
"23031"	"English"	"EH 307"	"English Grammar"	"002"	"BL1"	"3"	"12:45:00"	"14:15:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"Kimberly Ann Southwick-Thompson"
"22249"	"English"	"EH 322"	"Technical Writing (WI)"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Katelyn Nicole Walker"
"23032"	"English"	"EH 323"	"Writing for the Workplace (WI)"	"001"	"BL1"	"3"	"11:15:00"	"12:15:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Rodney A Bailey"
"23033"	"English"	"EH 323"	"Writing for the Workplace (WI)"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Rodney A Bailey"
"22266"	"English"	"EH 349"	"The Literature of Young Adults"	"001"	"LEC"	"3"	"11:15:00"	"12:15:00"	"MWF"	"TBA"	"In-Person Instruction"	"Timothy William Lockette"
"22267"	"English"	"EH 352"	"Creative Writing: Poetry"	"001"	"BL1"	"3"	"10:00:00"	"11:00:00"	"MWF"	"TBA"	"Hybrid (mostly on-campus)"	"Kimberly Ann Southwick-Thompson"
"23053"	"English"	"EH 354"	"Creative Writing:Worldbuilding"	"001"	"LEC"	"3"	"14:30:00"	"16:00:00"	"TR"	"TBA"	"In-Person Instruction"	"Emrys Catkin Donaldson"
"22269"	"English"	"EH 372"	"The Graphic Novel: Naruto"	"001"	"LEC"	"3"	"08:45:00"	"09:45:00"	"MWF"	"TBA"	"In-Person Instruction"	"Tanya Trammell Sasser"
"22362"	"English"	"EH 399"	"Study Tour: Paris"	"001"	"SB"	"3"	"11:00:00"	"12:30:00"	"TR"	"Martin Hall 202"	"Site-Based"	"Teresa P Reed"
"22270"	"English"	"EH 406"	"Shakespeare"	"001"	"LEC"	"3"	"14:30:00"	"16:00:00"	"TR"	"TBA"	"In-Person Instruction"	"Gabriel Royce Lonsberry"
"23060"	"English"	"EH 412"	"Victorian Poetry"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Marija Reiff"
"23063"	"English"	"EH 412"	"Victorian Poetry"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Marija Reiff"
"22273"	"English"	"EH 424"	"Special Topics in Film Studies"	"001"	"BL1"	"3"	"09:15:00"	"10:45:00"	"TR"	"TBA"	"Hybrid (mostly on-campus)"	"Thayer Dortch Truss"
"23075"	"English"	"EH 427"	"Adaptation Studies: Ang Lee"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Larry A Gray"
"23077"	"English"	"EH 427"	"Adaptation Studies: Ang Lee"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Larry A Gray"
"23088"	"English"	"EH 431"	"Non-Western Literature"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Raina Kostova"
"23089"	"English"	"EH 431"	"Non-Western Literature"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Raina Kostova"
"23093"	"English"	"EH 434"	"Prof Writing: Writing with AI"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Jennifer Ferrell Ponder"
"22276"	"English"	"EH 490"	"Writing Center Practicum"	"001"	"SB"	"0"	"16:30:00"	"17:30:00"	"T"	"Stone Center 229"	"Site-Based"	"Khadeidra N Billingsley"
"22277"	"English"	"EH 491"	"Internship"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Andrea J Porter"
"22278"	"English"	"EH 499"	"Capstone Seminar (WI)"	"001"	"BL1"	"3"	"13:45:00"	"15:15:00"	"MW"	"TBA"	"Hybrid (mostly on-campus)"	"Teresa P Reed"
"23094"	"English"	"EH 502"	"Studies in Nineteenth-Century American Literature"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Ashley Rattner"
"22968"	"English"	"EH 534"	"Teaching College Writing II"	"001"	"SON"	"3"	"16:30:00"	"19:30:00"	"M"	"Online"	"Synchronous Online"	"Jennie Lee Vaughn"
"23095"	"English"	"EH 562"	"Studies in Shakespeare"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Gabriel Royce Lonsberry"
"22430"	"English"	"EH 569"	"Study Away: Paris"	"001"	"SB"	"3"	"11:00:00"	"12:30:00"	"TR"	"Martin Hall 202"	"Site-Based"	"Teresa P Reed"
"22282"	"English"	"EH 590"	"Writing Center Practicum"	"001"	"SB"	"0"	"16:30:00"	"17:30:00"	"T"	"Stone Center 229"	"Site-Based"	"Khadeidra N Billingsley"
"23170"	"Instructional Media"	"EIM 503"	"Technology-Enhanced Teaching and Learning"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Jimmy Barnes, Christi Gann Trucks"
"20896"	"Instructional Media"	"EIM 517"	"Designing Virtual Learning Spaces"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Jimmy Barnes, Christi Gann Trucks"
"20897"	"Instructional Media"	"EIM 551"	"Technology in School Environments"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Kelly L Paynter, Jimmy Barnes, Christi Gann Trucks"
"20898"	"Instructional Media"	"EIM 555"	"Instructional Design"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Kelly L Paynter, Jimmy Barnes, Christi Gann Trucks"
"23171"	"Instructional Media"	"EIM 610"	"Emerging Technology and Collaborative Tools"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Kelly L Paynter, Jimmy Barnes, Christi Gann Trucks"
"21397"	"Emergency Management"	"EM 301"	"Introduction to Disaster Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Denise Daniel Dasilva, Tanveerul Islam"
"21398"	"Emergency Management"	"EM 305"	"Introduction to Homeland Security"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Eugene Isaac Rothman, Tanveerul Islam"
"21410"	"Emergency Management"	"EM 309"	"Emergency Response to WMD Event"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"William A Lowe, Tanveerul Islam"
"21412"	"Emergency Management"	"EM 321"	"Disaster Mitigation & Preparedness"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Tanveerul Islam"
"21417"	"Emergency Management"	"EM 331"	"Populations at Risk"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Denise Daniel Dasilva, Tanveerul Islam"
"21421"	"Emergency Management"	"EM 371"	"Public Administration, Policy, in Emergency Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Denise Daniel Dasilva, Tanveerul Islam"
"21433"	"Emergency Management"	"EM 411"	"Disaster Response & Recovery"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Scott Robert Manning, Tanveerul Islam"
"21436"	"Emergency Management"	"EM 421"	"Medical Disaster and Emergency Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Eugene Isaac Rothman, Tanveerul Islam"
"21441"	"Emergency Management"	"EM 435"	"Introduction to Cyberterrorism"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Matthew S McFall, Tanveerul Islam, Bradley Jason McGriff"
"21444"	"Emergency Management"	"EM 450"	"Management Systems in Disaster"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Andre Vashawn Jones, Tanveerul Islam"
"21445"	"Emergency Management"	"EM 461"	"Critical Infrastructures"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Scott Robert Manning, Tanveerul Islam"
"21448"	"Emergency Management"	"EM 471"	"Emergency Management Capstone Course (WI)"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"William A Lowe, Tanveerul Islam"
"21450"	"Emergency Management"	"EM 481"	"Research in Disasters and Emergency Management (WI)"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Arjola Balilaj, Tanveerul Islam"
"21451"	"Emergency Management"	"EM 496"	"Directed Studies in Emergency Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"TBA"
"21452"	"Emergency Management"	"EM 497"	"Internship in Emergency Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Tanveerul Islam"
"21487"	"Emergency Management"	"EM 505"	"Foundations of Emergency Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Scott Robert Manning, Tanveerul Islam"
"21490"	"Emergency Management"	"EM 515"	"Legal Aspects of Emergency Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Allison L Newton, Tanveerul Islam"
"21492"	"Emergency Management"	"EM 525"	"Disaster Recovery"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Chongming Wang, Tanveerul Islam"
"21494"	"Emergency Management"	"EM 530"	"Research Methods in Emergency Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Chan Wang, Tanveerul Islam"
"21496"	"Emergency Management"	"EM 540"	"Hazard Mitigation"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Tanveerul Islam"
"21500"	"Emergency Management"	"EM 545"	"Emergency Preparedness"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Chongming Wang, Tanveerul Islam"
"21502"	"Emergency Management"	"EM 555"	"Disaster Response"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"William A Lowe, Tanveerul Islam"
"21504"	"Emergency Management"	"EM 570"	"Biosecurity"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Eugene Isaac Rothman, Tanveerul Islam"
"21506"	"Emergency Management"	"EM 590"	"Capstone in Emergency Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Shih-Kai Huang, Tanveerul Islam"
"21507"	"Emergency Management"	"EM 595"	"Directed Studies"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"TBA"
"21508"	"Emergency Management"	"EM 596"	"Internship"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Tanveerul Islam"
"21513"	"Emergency Management"	"EM 598"	"Emergency Management Leadership and Organizational Behavior"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Chan Wang, Tanveerul Islam"
"21529"	"Emergency Management"	"EM 823"	"Institutional Context and Emergency Management Policy"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Laura L Olson, Tanveerul Islam"
"21531"	"Emergency Management"	"EM 834"	"Risk-Based Response and Recovery Strategy Development and Operations"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Laura L Olson, Tanveerul Islam"
"21532"	"Emergency Management"	"EM 843"	"Emergency Management Program Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Alessandra Jerolleman, Tanveerul Islam"
"21534"	"Emergency Management"	"EM 853"	"Research Design"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Shih-Kai Huang, Tanveerul Islam"
"22825"	"Emergency Management"	"EM 879"	"Spatial Analysis and GIS for Emergency Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Tanveerul Islam"
"21541"	"Emergency Management"	"EM 882"	"Directed Study"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"TBA"
"21543"	"Emergency Management"	"EM 882"	"Directed Study"	"002"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"TBA"
"21544"	"Emergency Management"	"EM 884"	"Directed Study"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"TBA"
"21547"	"Emergency Management"	"EM 899"	"Dissertation Research"	"001"	"ONL"	"6"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Alessandra Jerolleman, Tanveerul Islam"
"21548"	"Emergency Management"	"EM 899"	"Dissertation Research"	"002"	"ONL"	"6"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Alessandra Jerolleman, Tanveerul Islam"
"21553"	"Emergency Management"	"EM 899"	"Dissertation Research"	"003"	"ONL"	"6"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Alessandra Jerolleman, Tanveerul Islam"
"21555"	"Emergency Management"	"EM 899"	"Dissertation Research"	"004"	"ONL"	"6"	"00:00:00"	"00:00:00"	""	"Online"	"Online (asynchronous)"	"Alessandra Jerolleman, Tanveerul Islam"
"20563"	"Educational Psychology"	"EPY 525"	"Lifespan Development"	"001"	"BL1"	"3"	"16:30:00"	"19:30:00"	"M"	"TBA"	"Hybrid (mostly on-campus)"	"Tommy E Turner, Kimberly Suress Gaiters-White"
"20742"	"Secondary Education"	"ESE 304"	"Curriculum Planning and Learning Styles"	"001"	"LEC"	"3"	"09:00:00"	"12:00:00"	"MW"	"TBA"	"In-Person Instruction"	"Russell Hammack, Linda A. Mitchell"
"20743"	"Secondary Education"	"ESE 304"	"Curriculum Planning and Learning Styles"	"002"	"LEC"	"3"	"09:00:00"	"12:00:00"	"TR"	"TBA"	"In-Person Instruction"	"Ahmad M. Alhammouri, Linda A. Mitchell"
"23131"	"Secondary Education"	"ESE 306"	"Integrated Instructional Design"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Russell Hammack, Linda A. Mitchell"
"23132"	"Secondary Education"	"ESE 306"	"Integrated Instructional Design"	"002"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"Joseph P Akpan, Ahmad M. Alhammouri, Linda A. Mitchell"
"20811"	"Secondary Education"	"ESE 329"	"Adolescent Development and Behavior"	"001"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"TBA"	"In-Person Instruction"	"Russell Hammack, Linda A. Mitchell"
"20812"	"Secondary Education"	"ESE 383"	"Content Literacy"	"001"	"LEC"	"3"	"09:15:00"	"10:45:00"	"TR"	"TBA"	"In-Person Instruction"	"Cerilla Roe, Linda A. Mitchell"
"20813"	"Secondary Education"	"ESE 428"	"Teaching American History"	"001"	"LEC"	"3"	"11:00:00"	"12:30:00"	"TR"	"TBA"	"In-Person Instruction"	"Russell Hammack, Linda A. Mitchell"
"20814"	"Secondary Education"	"ESE 429"	"Teaching Ancient History"	"001"	"LEC"	"3"	"17:00:00"	"20:00:00"	"W"	"TBA"	"In-Person Instruction"	"Brandon Gilliland, Linda A. Mitchell"
"20815"	"Secondary Education"	"ESE 433"	"Teaching Literature"	"001"	"LEC"	"3"	"14:30:00"	"16:00:00"	"TR"	"TBA"	"In-Person Instruction"	"Cerilla Roe, Linda A. Mitchell"
"20816"	"Secondary Education"	"ESE 440"	"Diversity and Multicultural Education"	"001"	"LEC"	"3"	"16:30:00"	"19:30:00"	"M"	"TBA"	"In-Person Instruction"	"Russell Hammack, Linda A. Mitchell"
"20817"	"Secondary Education"	"ESE 444"	"Assessment"	"001"	"LEC"	"3"	"14:30:00"	"16:00:00"	"TR"	"TBA"	"In-Person Instruction"	"Ahmad M. Alhammouri, Linda A. Mitchell"
"20818"	"Secondary Education"	"ESE 446"	"Quantitative Reasoning II"	"001"	"LEC"	"3"	"16:30:00"	"19:30:00"	"R"	"TBA"	"In-Person Instruction"	"Ahmad M. Alhammouri, Linda A. Mitchell"
"22217"	"Secondary Education"	"ESE 450"	"Classroom Management and Diversity in Secondary Education"	"001"	"LEC"	"3"	"16:30:00"	"19:30:00"	"M"	"TBA"	"In-Person Instruction"	"Russell Hammack, Linda A. Mitchell"
"20820"	"Secondary Education"	"ESE 455"	"Classroom Management"	"001"	"LEC"	"3"	"16:30:00"	"19:30:00"	"M"	"TBA"	"In-Person Instruction"	"Russell Hammack, Linda A. Mitchell"
"22447"	"Secondary Education"	"ESE 502"	"Curriculum Development in Secondary Schools"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Linda A. Mitchell"
"20821"	"Secondary Education"	"ESE 505"	"Education Methods, Assessment, and Technology in Secondary Schools"	"001"	"SON"	"3"	"16:30:00"	"19:30:00"	"T"	"TBA"	"Synchronous Online"	"Ahmad M. Alhammouri, Linda A. Mitchell"
"20748"	"Secondary Education"	"ESE 510"	"Secondary Practicum One"	"001"	"SB"	"3"	"00:00:00"	"00:00:00"	"TBA"	"TBA"	"Site-Based"	"TBA"
"20819"	"Secondary Education"	"ESE 546"	"Quantitative Reasoning II"	"001"	"SON"	"3"	"16:30:00"	"19:30:00"	"TBA"	"TBA"	"Synchronous Online"	"Ahmad M. Alhammouri, Linda A. Mitchell"
"20822"	"Secondary Education"	"ESE 561"	"Foundations of Secondary Education"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Joseph P Akpan, Linda A. Mitchell"
"20823"	"Secondary Education"	"ESE 567"	"Literacy Theory and Practice"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Candice K Byers, Linda A. Mitchell"
"22218"	"Secondary Education"	"ESE 572"	"Critical Inquiry in English Language Arts"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Candice K Byers, Linda A. Mitchell"
"21105"	"Family & Consumer Sciences (FCS)"	"FCS 122"	"Fundamentals of Food Preparation and Meal Management"	"001"	"ONL"	"3"	"00:00:00"	"00:00:00"	""	"TBA"	"Online (asynchronous)"	"Maisie Hales Diamond, Christi Gann Trucks"
"21107"	"Family & Consumer Sciences (FCS)"	"FCS 122"	"Fundamentals of Food Preparation and Meal Management"	"002"	"LAB"	"3"	"13:45:00"	"15:45:00"	"T"	"TBA"	"Lab"	"Diane M. Best"
